date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink
2013-03-23,PEP,USD,0000077476,2013-04-19,2013-04-19 16:17:42,2013,Q1,6715000000,296000000,7011000000,7234000000,3920000000,1745000000,19910000000,18844000000,16915000000,16404000000,33319000000,1676000000,5051000000,-3445000000,55445000000,0,75355000000,11244000000,6175000000,575000000,5051000000,-4476000000,17994000000,23225000000,0,5051000000,6621000000,34897000000,0,0,52891000000,41000000,26000000,43395000000,-5607000000,-15504000000,22351000000,22351000000,52891000000,113000000,52891000000,1972000000,29400000000,22685000000,https://www.sec.gov/Archives/edgar/data/77476/000007747613000008/0000077476-13-000008-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747613000008/pepsicoq1-10xq3232013.htm
2012-12-29,PEP,USD,0000077476,2013-02-21,2013-02-21 16:46:15,2012,Q4,6297000000,322000000,6619000000,7041000000,3581000000,1479000000,18720000000,19136000000,16971000000,16525000000,33496000000,2351000000,5063000000,-4128000000,55918000000,0,74638000000,4451000000,4815000000,371000000,5063000000,2760000000,17089000000,23544000000,0,5063000000,6543000000,35150000000,0,0,52239000000,41000000,26000000,43158000000,-5487000000,-15444000000,22294000000,22294000000,52239000000,105000000,52239000000,2673000000,28359000000,22062000000,https://www.sec.gov/Archives/edgar/data/77476/000144530513000278/0001445305-13-000278-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000144530513000278/pepsico201210-k.htm
2012-09-08,PEP,USD,0000077476,2012-10-17,2012-10-17 17:09:32,2012,Q3,5309000000,402000000,5711000000,7998000000,3905000000,1656000000,19270000000,18530000000,16701000000,16310000000,33011000000,1585000000,4930000000,-3309000000,54747000000,0,74017000000,11722000000,4211000000,287000000,4930000000,-4643000000,16220000000,23732000000,0,4930000000,7551000000,36213000000,0,0,52433000000,41000000,31000000,42332000000,-6086000000,-14879000000,21439000000,21439000000,52433000000,145000000,52433000000,1987000000,27943000000,22634000000,https://www.sec.gov/Archives/edgar/data/77476/000144530512003144/0001445305-12-003144-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000144530512003144/pepsicoq3-10xq982012.htm
2012-06-16,PEP,USD,0000077476,2012-07-25,2012-07-25 17:20:42,2012,Q2,3863000000,330000000,4193000000,7721000000,4274000000,1845000000,18033000000,18514000000,16456000000,16208000000,32664000000,1562000000,4867000000,-3250000000,54357000000,0,72390000000,11153000000,7038000000,78000000,4867000000,-4789000000,18269000000,21294000000,0,4867000000,7365000000,33526000000,0,0,51795000000,41000000,31000000,41274000000,-6636000000,-14253000000,20457000000,20457000000,51795000000,138000000,51795000000,1892000000,28332000000,24469000000,https://www.sec.gov/Archives/edgar/data/77476/000119312512314695/0001193125-12-314695-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312512314695/d368585d10q.htm
2012-03-24,PEP,USD,0000077476,2012-04-26,2012-04-26 16:27:36,2012,Q1,3485000000,328000000,3813000000,7158000000,4214000000,2393000000,17578000000,20005000000,17208000000,17053000000,34261000000,1515000000,5075000000,-4043000000,56813000000,0,74391000000,11180000000,5656000000,149000000,5075000000,-4926000000,16985000000,22054000000,0,5075000000,7323000000,34452000000,0,0,51437000000,41000000,31000000,40631000000,-4464000000,-13598000000,22641000000,22641000000,51437000000,313000000,51437000000,1843000000,27710000000,24225000000,https://www.sec.gov/Archives/edgar/data/77476/000119312512186092/0001193125-12-186092-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312512186092/d320879d10q.htm
2011-12-31,PEP,USD,0000077476,2012-02-27,2012-02-27 16:50:56,2011,Q4,4067000000,358000000,4425000000,6912000000,3827000000,2277000000,17441000000,19698000000,16800000000,16445000000,33245000000,1566000000,0,932000000,55441000000,0,72882000000,4083000000,6205000000,192000000,0,7866000000,18154000000,20568000000,0,4995000000,8266000000,33829000000,0,0,51983000000,41000000,31000000,40316000000,-6229000000,-13571000000,20588000000,20588000000,51983000000,311000000,51983000000,1924000000,26773000000,22706000000,https://www.sec.gov/Archives/edgar/data/77476/000119312512081822/0001193125-12-081822-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312512081822/d269581d10k.htm
2011-09-03,PEP,USD,0000077476,2011-10-12,2011-10-12 16:19:47,2011,Q3,3083000000,452000000,3535000000,8330000000,4205000000,1764000000,17834000000,20737000000,16272000000,17859000000,34131000000,1500000000,5170000000,-3994000000,57544000000,0,75378000000,11524000000,5070000000,971000000,5170000000,-4199000000,17565000000,21781000000,0,5170000000,6859000000,33810000000,0,0,51375000000,41000000,31000000,39714000000,-2800000000,-13409000000,23577000000,23577000000,51375000000,426000000,51375000000,1952000000,26851000000,23768000000,https://www.sec.gov/Archives/edgar/data/77476/000119312511269425/0001193125-11-269425-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312511269425/d219776d10q.htm
2011-06-11,PEP,USD,0000077476,2011-07-21,2011-07-21 09:15:36,2011,Q2,2913000000,431000000,3344000000,8283000000,4539000000,1751000000,17917000000,20854000000,16299000000,18028000000,34327000000,1449000000,4977000000,-3844000000,57763000000,0,75680000000,11433000000,5715000000,909000000,4977000000,-4068000000,18057000000,21607000000,0,4977000000,6669000000,33253000000,0,0,51310000000,41000000,31000000,38527000000,-2254000000,-12393000000,23952000000,23952000000,51310000000,418000000,51310000000,1880000000,27322000000,24409000000,https://www.sec.gov/Archives/edgar/data/77476/000119312511193147/0001193125-11-193147-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312511193147/d10q.htm
2011-03-19,PEP,USD,0000077476,2011-04-28,2011-04-28 09:19:15,2011,Q1,3662000000,367000000,4029000000,6937000000,3831000000,1715000000,16512000000,20329000000,15824000000,17895000000,33719000000,1408000000,4972000000,-3855000000,56573000000,0,73085000000,10243000000,6256000000,341000000,4972000000,-4631000000,16840000000,20942000000,0,4972000000,6657000000,32571000000,0,0,49411000000,41000000,31000000,37466000000,-3035000000,-12518000000,21985000000,21985000000,49411000000,1689000000,49411000000,1775000000,27198000000,23536000000,https://www.sec.gov/Archives/edgar/data/77476/000119312511113679/0001193125-11-113679-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312511113679/d10q.htm
2010-12-25,PEP,USD,0000077476,2011-02-18,2011-02-18 16:57:00,2010,Q4,5943000000,426000000,6369000000,6323000000,3372000000,1505000000,17569000000,19058000000,14661000000,13808000000,28469000000,1368000000,4057000000,-2368000000,50584000000,0,68153000000,10923000000,4898000000,71000000,4057000000,-3986000000,15892000000,19999000000,0,4057000000,6729000000,30785000000,0,0,46677000000,41000000,31000000,37090000000,-3630000000,-12368000000,21164000000,21164000000,46677000000,312000000,46677000000,1794000000,24897000000,18954000000,https://www.sec.gov/Archives/edgar/data/77476/000119312511040427/0001193125-11-040427-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312511040427/d10k.htm
2010-09-04,PEP,USD,0000077476,2010-10-07,2010-10-07 16:25:50,2010,Q3,5577000000,232000000,5809000000,7245000000,3359000000,1488000000,17901000000,18534000000,13905000000,13762000000,27667000000,1401000000,3865000000,-2666000000,48801000000,0,66702000000,10699000000,5756000000,662000000,3865000000,-3203000000,17117000000,18445000000,0,3865000000,7039000000,29349000000,0,0,46466000000,41000000,31000000,36487000000,-4358000000,-12263000000,19938000000,19938000000,46466000000,298000000,46466000000,1633000000,24201000000,18624000000,https://www.sec.gov/Archives/edgar/data/77476/000119312510225896/0001193125-10-225896-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312510225896/d10q.htm
2010-06-12,PEP,USD,0000077476,2010-07-20,2010-07-20 17:05:46,2010,Q2,4529000000,225000000,4754000000,6880000000,3530000000,1579000000,16743000000,18396000000,13605000000,13876000000,27481000000,1373000000,4159000000,-3078000000,48331000000,0,65074000000,9843000000,4493000000,236000000,4159000000,-3923000000,14572000000,19586000000,0,4159000000,6843000000,30588000000,0,0,45160000000,41000000,31000000,35328000000,-4226000000,-11548000000,19626000000,19626000000,45160000000,288000000,45160000000,1598000000,24079000000,19550000000,https://www.sec.gov/Archives/edgar/data/77476/000119312510161855/0001193125-10-161855-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312510161855/d10q.htm
2010-03-20,PEP,USD,0000077476,2010-04-23,2010-04-23 07:46:09,2010,Q1,3949000000,198000000,4147000000,6204000000,3283000000,1631000000,15265000000,18850000000,13156000000,14350000000,27506000000,1381000000,4143000000,-3001000000,48879000000,0,64144000000,9553000000,1974000000,127000000,4143000000,-4016000000,11654000000,19884000000,0,4143000000,6607000000,30634000000,0,0,42288000000,41000000,31000000,34496000000,-3569000000,-9418000000,21581000000,21581000000,42288000000,275000000,42288000000,1579000000,21858000000,17909000000,https://www.sec.gov/Archives/edgar/data/77476/000119312510090778/0001193125-10-090778-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312510090778/d10q.htm
2009-12-26,PEP,USD,0000077476,2010-02-22,2010-02-22 16:19:59,2009,Q4,3943000000,192000000,4135000000,4624000000,2618000000,1194000000,12571000000,12671000000,6534000000,2623000000,9157000000,4484000000,659000000,306000000,27277000000,0,39848000000,8127000000,464000000,165000000,659000000,-494000000,8756000000,7400000000,0,659000000,5591000000,13650000000,0,0,22406000000,41000000,30000000,33805000000,-3794000000,-13278000000,16804000000,16804000000,22406000000,638000000,22406000000,4676000000,7864000000,3921000000,https://www.sec.gov/Archives/edgar/data/77476/000119312510036385/0001193125-10-036385-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312510036385/d10k.htm
2009-09-05,PEP,USD,0000077476,2009-10-08,2009-10-08 16:10:28,2009,Q3,3254000000,206000000,3460000000,5216000000,2716000000,1024000000,12416000000,12033000000,6351000000,2545000000,8896000000,4339000000,347000000,589000000,26204000000,0,38620000000,8141000000,511000000,643000000,347000000,296000000,9295000000,7434000000,0,347000000,5713000000,13494000000,0,0,22789000000,41000000,30000000,33077000000,-4262000000,-13592000000,15294000000,15294000000,22789000000,537000000,22789000000,4545000000,7945000000,4691000000,https://www.sec.gov/Archives/edgar/data/77476/000119312509205617/0001193125-09-205617-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312509205617/d10q.htm
2009-06-13,PEP,USD,0000077476,2009-07-22,2009-07-22 16:05:51,2009,Q2,2214000000,210000000,2424000000,5223000000,2952000000,1031000000,11630000000,11848000000,5248000000,1975000000,7223000000,4076000000,260000000,2013000000,25420000000,0,37050000000,7772000000,435000000,412000000,260000000,152000000,8619000000,8185000000,0,260000000,5555000000,14022000000,0,0,22641000000,41000000,30000000,32065000000,-4438000000,-13721000000,13977000000,13977000000,22641000000,432000000,22641000000,4286000000,8620000000,6406000000,https://www.sec.gov/Archives/edgar/data/77476/000119312509153099/0001193125-09-153099-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312509153099/d10q.htm
2009-03-21,PEP,USD,0000077476,2009-04-22,2009-04-22 16:32:34,2009,Q1,2188000000,199000000,2387000000,4601000000,2580000000,1291000000,10859000000,11306000000,4988000000,1792000000,6780000000,3782000000,234000000,2059000000,24161000000,0,35020000000,7556000000,255000000,180000000,234000000,-54000000,7991000000,9241000000,0,234000000,5475000000,14950000000,0,0,22941000000,41000000,30000000,31109000000,-5698000000,-13798000000,11684000000,11684000000,22941000000,395000000,22941000000,3981000000,9496000000,7308000000,https://www.sec.gov/Archives/edgar/data/77476/000119312509084604/0001193125-09-084604-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312509084604/d10q.htm
2008-12-27,PEP,USD,0000077476,2009-02-19,2009-02-19 16:40:23,2008,Q4,2064000000,213000000,2277000000,4683000000,2522000000,1324000000,10806000000,11663000000,5124000000,1860000000,6984000000,3883000000,226000000,2432000000,25188000000,0,35994000000,8273000000,369000000,145000000,226000000,-81000000,8787000000,7858000000,0,226000000,7017000000,15101000000,0,0,23888000000,41000000,30000000,30638000000,-4694000000,-13909000000,12106000000,12106000000,23888000000,0,23888000000,4096000000,8227000000,6163000000,https://www.sec.gov/Archives/edgar/data/77476/000119312509033126/0001193125-09-033126-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312509033126/d10k.htm
2008-09-06,PEP,USD,0000077476,2008-10-15,2008-10-15 16:46:57,2008,Q3,1517000000,342000000,1859000000,5752000000,2804000000,939000000,11354000000,11992000000,5370000000,2116000000,7486000000,4611000000,716000000,2299000000,27104000000,0,38458000000,8011000000,1203000000,507000000,716000000,-209000000,9721000000,6537000000,0,716000000,2660000000,12590000000,0,0,22311000000,0,30000000,30581000000,-945000000,-13519000000,16147000000,16147000000,22311000000,0,22311000000,4953000000,7740000000,6223000000,https://www.sec.gov/Archives/edgar/data/77476/000119312508211024/0001193125-08-211024-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312508211024/d10q.htm
2008-06-14,PEP,USD,0000077476,2008-07-23,2008-07-23 16:33:28,2008,Q2,1768000000,305000000,2073000000,5617000000,2935000000,1026000000,11651000000,11600000000,5511000000,2222000000,7733000000,4519000000,752000000,524000000,25128000000,0,36779000000,7986000000,0,353000000,752000000,-399000000,8339000000,6053000000,0,752000000,2955000000,11693000000,0,0,20032000000,0,30000000,29669000000,-473000000,-12479000000,16747000000,16747000000,20032000000,0,20032000000,4824000000,6053000000,4285000000,https://www.sec.gov/Archives/edgar/data/77476/000119312508156305/0001193125-08-156305-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000119312508156305/d10q.htm
