date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,otherIncome
2018-06-16,PEP,USD,0000077476,2018-07-10,2018-07-10 16:17:24,2018,Q2,16090000000.0,7263000000.0,8827000000.0,0.5486016159,0.0,5758000000.0,41000000.0,5799000000.0,0.0,5799000000.0,13062000000.0,98000000.0,308000000,-33000000,2995000000.0,0.1861404599,3028000000.0,0.1881914232,-128000000,2900000000.0,0.1802361715,293000000.0,1820000000.0,0.1620261032,1.84,1.83,1417000000.0,1426000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747618000055/0000077476-18-000055-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747618000055/pepsicoq2-10xq6162018.htm,147000000
2018-09-08,PEP,USD,0000077476,2018-10-02,2018-10-02 16:20:04,2018,Q3,16485000000.0,7527000000.0,8958000000.0,0.5434030937,0.0,6068000000.0,46000000.0,6114000000.0,0.0,6114000000.0,13641000000.0,81000000.0,302000000,634000000,3478000000.0,0.2109796785,2844000000.0,0.1725204732,-147000000,2697000000.0,0.1636032757,112000000.0,2498000000.0,0.1515316955,1.77,1.75,1414000000.0,1424000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747618000076/0000077476-18-000076-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747618000076/pepsicoq3-10xq982018.htm,789000000
2018-12-29,PEP,USD,0000077476,2019-02-15,2019-02-15 16:23:02,2018,Q4,19524000000.0,8933000000.0,10591000000.0,0.5424605614,0.0,7887000000.0,270000000.0,8157000000.0,3000000.0,8160000000.0,17093000000.0,58000000.0,621000000,1632000000,4188000000.0,0.2145052243,2556000000.0,0.1309157959,-621000000,1935000000.0,0.0991087892,-4050000000.0,6854000000.0,0.3510551117,4.86,4.83,1410000000.0,1420000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747619000017/0000077476-19-000017-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747619000017/pepsico201810-k.htm,1632000000
2019-03-23,PEP,USD,0000077476,2019-04-17,2019-04-17 06:03:08,2019,Q1,12884000000.0,5666000000.0,7218000000.0,0.5602297423,0.0,5208000000.0,-20000000.0,5188000000.0,17000000.0,5205000000.0,10871000000.0,63000000.0,267000000,645000000,2653000000.0,0.2059143123,2008000000.0,0.1558522198,-140000000,1868000000.0,0.1449860292,475000000.0,1413000000.0,0.1096709097,1.01,1.0,1406000000.0,1413000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747619000038/0000077476-19-000038-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747619000038/pepsicoq1-10xq2019.htm,772000000
2019-06-15,PEP,USD,0000077476,2019-07-09,2019-07-09 06:07:54,2019,Q2,16449000000.0,7302000000.0,9147000000.0,0.5560824366,0.0,6210000000.0,106000000.0,6316000000.0,102000000.0,6418000000.0,13720000000.0,38000000.0,261000000,649000000,3378000000.0,0.2053620281,2729000000.0,0.1659067421,-162000000,2567000000.0,0.156058119,524000000.0,2035000000.0,0.1237157274,1.45,1.44,1399000000.0,1409000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747619000070/0000077476-19-000070-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747619000070/pepsicoq2-10xq2019.htm,748000000
2019-09-07,PEP,USD,0000077476,2019-10-03,2019-10-03 06:03:29,2019,Q3,17188000000.0,7684000000.0,9504000000.0,0.5529439144,0.0,6547000000.0,92000000.0,6639000000.0,15000000.0,6654000000.0,14338000000.0,38000000.0,262000000,644000000,3499000000.0,0.2035722597,2855000000.0,0.1661042588,-186000000,2669000000.0,0.1552827554,559000000.0,2100000000.0,0.1221782639,1.5,1.49,1397000000.0,1405000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747619000093/0000077476-19-000093-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747619000093/pepsicoq3-10xq2019.htm,720000000
2019-12-28,PEP,USD,0000077476,2020-02-13,2020-02-13 06:09:23,2019,Q4,20640000000.0,9331000000.0,11309000000.0,0.5479166667,0.0,8555000000.0,40000000.0,8595000000.0,17000000.0,8612000000.0,17943000000.0,61000000.0,345000000,619000000,3318000000.0,0.160755814,2699000000.0,0.1307655039,-491000000,2208000000.0,0.1069767442,409000000.0,1766000000.0,0.0855620155,1.27,1.26,1391000000.0,1401000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747620000015/0000077476-20-000015-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747620000015/pepsico201910-k.htm,473000000
2020-03-21,PEP,USD,0000077476,2020-04-28,2020-04-28 06:03:50,2020,Q1,13881000000.0,6125000000.0,7756000000.0,0.5587493696,0.0,5707000000.0,123000000.0,5830000000.0,8000000.0,5838000000.0,11963000000.0,0.0,290000000,597000000,2521000000.0,0.1816151574,1924000000.0,0.1386067286,-213000000,1711000000.0,0.1232620128,360000000.0,1338000000.0,0.0963907499,0.96,0.96,1390000000.0,1396000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747620000041/0000077476-20-000041-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747620000041/pepsicoq1-10xq2020.htm,674000000
2020-06-13,PEP,USD,0000077476,2020-07-13,2020-07-13 06:03:55,2020,Q2,15945000000.0,7088000000.0,8857000000.0,0.5554719348,0.0,0.0,0.0,6538000000.0,0.0,6538000000.0,13626000000.0,0.0,235000000,661000000,2980000000.0,0.1868924428,2319000000.0,0.1454374412,-151000000,2168000000.0,0.1359673879,510000000.0,1646000000.0,0.1032298526,1.19,1.18,1387000000.0,1393000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747620000060/0000077476-20-000060-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747620000060/pepsicoq2-10xq2020.htm,745000000
2020-09-05,PEP,USD,0000077476,2020-10-01,2020-09-30 17:42:34,2020,Q3,18091000000.0,8156000000.0,9935000000.0,0.5491680946,0.0,0.0,0.0,6924000000.0,0.0,6924000000.0,15080000000.0,0.0,264000000,679000000,3690000000.0,0.2039688243,3011000000.0,0.1664363496,-178000000,2833000000.0,0.156597203,526000000.0,2291000000.0,0.1266375546,1.66,1.65,1383000000.0,1390000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747620000068/0000077476-20-000068-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747620000068/pep-20200905.htm,765000000
2020-12-26,PEP,USD,0000077476,2021-02-11,2021-02-10 17:41:49,2020,Q4,22455000000.0,10426000000.0,12029000000.0,0.5356936094,0.0,0.0,0.0,9203000000.0,0.0,9203000000.0,19629000000.0,0.0,339000000,673000000,3499000000.0,0.1558227566,2826000000.0,0.1258517034,-469000000,2357000000.0,0.1049654865,498000000.0,1845000000.0,0.0821643287,1.34,1.33,1380000000.0,1388000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747621000007/0000077476-21-000007-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747621000007/pep-20201226.htm,543000000
2021-03-20,PEP,USD,0000077476,2021-04-15,2021-04-14 17:37:04,2021,Q1,14820000000.0,6671000000.0,8149000000.0,0.5498650472,0.0,0.0,0.0,5837000000.0,0.0,5837000000.0,12508000000.0,0.0,258000000,671000000,2983000000.0,0.2012820513,2312000000.0,0.1560053981,-138000000,2174000000.0,0.1466936572,451000000.0,1714000000.0,0.1156545209,1.24,1.24,1380000000.0,1387000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747621000018/0000077476-21-000018-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747621000018/pep-20210320.htm,791000000
2021-06-12,PEP,USD,0000077476,2021-07-13,2021-07-12 17:37:10,2021,Q2,19217000000.0,8880000000.0,10337000000.0,0.5379091429,0.0,0.0,0.0,7208000000.0,0.0,7208000000.0,16088000000.0,0.0,241000000,765000000,3894000000.0,0.2026330853,3129000000.0,0.1628245824,-115000000,3014000000.0,0.1568402977,642000000.0,2358000000.0,0.122703856,1.71,1.7,1382000000.0,1388000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747621000039/0000077476-21-000039-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747621000039/pep-20210612.htm,891000000
2021-09-04,PEP,USD,0000077476,2021-10-05,2021-10-04 17:41:11,2021,Q3,20189000000.0,9394000000.0,10795000000.0,0.5346971123,0.0,0.0,0.0,7636000000.0,0.0,7636000000.0,17030000000.0,0.0,232000000,749000000,3908000000.0,0.1935707564,3159000000.0,0.1564713458,-114000000,3045000000.0,0.1508247065,802000000.0,2224000000.0,0.1101589975,1.61,1.6,1382000000.0,1389000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747621000050/0000077476-21-000050-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747621000050/pep-20210904.htm,867000000
2021-12-25,PEP,USD,0000077476,2022-02-10,2022-02-09 18:03:39,2021,Q4,25248000000.0,12130000000.0,13118000000.0,0.5195659062,0.0,0.0,0.0,10556000000.0,0.0,10556000000.0,22686000000.0,0.0,1132000000,1491000000,4053000000.0,0.1605275665,2562000000.0,0.101473384,-974000000,1588000000.0,0.062896071,247000000.0,1341000000.0,0.0531131179,0.97,0.96,1383000000.0,1390000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747622000010/0000077476-22-000010-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747622000010/pep-20211225.htm,1649000000
2022-03-19,PEP,USD,0000077476,2022-04-26,2022-04-25 17:51:15,2022,Q1,16200000000.0,7433000000.0,8767000000.0,0.5411728395,0.0,0.0,0.0,6822000000.0,0.0,6822000000.0,14255000000.0,0.0,240000000,658000000,2737000000.0,0.1689506173,2079000000.0,0.1283333333,3082000000,5161000000.0,0.3185802469,888000000.0,4273000000.0,0.2637654321,3.09,3.07,1383000000.0,1391000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747622000020/0000077476-22-000020-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747622000020/pep-20220319.htm,3980000000
2022-06-11,PEP,USD,0000077476,2022-07-12,2022-07-11 17:56:41,2022,Q2,20225000000.0,9415000000.0,10810000000.0,0.534487021,0.0,0.0,0.0,7387000000.0,0.0,7387000000.0,16802000000.0,0.0,236000000,760000000,4181000000.0,0.2067243511,3421000000.0,0.1691470952,-1582000000,1839000000.0,0.0909270705,393000000.0,1429000000.0,0.0706551298,1.03,1.03,1382000000.0,1389000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747622000043/0000077476-22-000043-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747622000043/pep-20220611.htm,-586000000
2022-09-03,PEP,USD,0000077476,2022-10-12,2022-10-11 17:56:11,2022,Q3,21971000000.0,10308000000.0,11663000000.0,0.5308361021,0.0,0.0,0.0,8295000000.0,0.0,8295000000.0,18603000000.0,0.0,190000000,833000000,4186000000.0,0.1905238724,3353000000.0,0.152610259,-154000000,3199000000.0,0.1456010195,475000000.0,2702000000.0,0.1229802922,1.96,1.95,1380000000.0,1387000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747622000052/0000077476-22-000052-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747622000052/pep-20220903.htm,869000000
2022-12-31,PEP,USD,0000077476,2023-02-09,2023-02-08 18:06:37,2022,Q4,27996000000.0,13420000000.0,14576000000.0,0.5206458065,0.0,0.0,0.0,12197000000.0,0.0,12197000000.0,25617000000.0,0.0,273000000,1080000000,2343000000.0,0.0836905272,1263000000.0,0.0451135877,-757000000,506000000.0,0.0180740106,-29000000.0,518000000.0,0.0185026432,0.38,0.37,1377000000.0,1385000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747623000007/0000077476-23-000007-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747623000007/pep-20221231.htm,596000000
2023-03-25,PEP,USD,0000077476,2023-04-25,2023-04-24 17:57:25,2023,Q1,17846000000.0,7988000000.0,9858000000.0,0.552392693,0.0,0.0,0.0,7229000000.0,0.0,7229000000.0,15217000000.0,0.0,200000000,767000000,3396000000.0,0.1902947439,2629000000.0,0.1473159251,-139000000,2490000000.0,0.1395270649,546000000.0,1932000000.0,0.108259554,1.4,1.4,1378000000.0,1384000000.0,https://www.sec.gov/Archives/edgar/data/77476/000007747623000023/0000077476-23-000023-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747623000023/pep-20230325.htm,828000000
2023-06-11,,,,,,,Q2,20899632417.582417,9767916930.940426,11131715486.64199,,,,,8338031886.74581,,,,,200000000,767000000,,,2793683599.896181,,-139000000,2654683599.896181,,632353976.4086295,2022329623.4875517,,,,,,,,828000000
2023-09-03,,,,,,,Q3,22980538736.263737,10778642105.230824,12201896631.032913,,,,,9240944319.73044,,,,,200000000,767000000,,,2960952311.302473,,-139000000,2821952311.302473,,672197909.1434582,2149754402.1590147,,,,,,,,828000000
2023-12-31,,,,,,,Q4,29655215232.544975,14020625420.131325,15634589812.41365,,,,,12137109486.099747,,,,,200000000,767000000,,,3497480326.313904,,-139000000,3358480326.313904,,800000568.4736984,2558479757.840205,,,,,,,,828000000
2024-03-24,,,,,,,Q1,18808649354.938828,8752297341.795258,10056352013.14357,,,,,7430747119.780618,,,,,200000000,767000000,,,2625604893.362952,,-139000000,2486604893.362952,,592317100.2889808,1894287793.0739713,,,,,,,,828000000
2024-06-10,,,,,,,Q2,22006464835.164837,10305520848.102913,11700943987.061924,,,,,8818290292.46727,,,,,200000000,767000000,,,2882653694.594654,,-139000000,2743653694.594654,,653546932.5734365,2090106762.0212176,,,,,,,,828000000
2024-09-02,,,,,,,Q3,24381677472.527473,11459194699.406528,12922482773.120945,,,,,9848903252.793129,,,,,200000000,767000000,,,3073579520.327816,,-139000000,2934579520.327816,,699026064.2884883,2235553456.0393276,,,,,,,,828000000
2024-12-30,,,,,,,Q4,31809006020.710747,15066751596.120544,16742254424.590202,,,,,13071646741.921526,,,,,200000000,767000000,,,3670607682.6686764,,-139000000,3531607682.6686764,,841240048.847305,2690367633.821371,,,,,,,,828000000
